Phi[deg],Theta[deg],GainTotal
156,48,2.53006
158,48,2.45113
160,48,2.36598
162,48,2.27653
164,48,2.18482
166,48,2.09298
168,48,2.00317
170,48,1.91751
172,48,1.83799
174,48,1.76646
176,48,1.70451
178,48,1.65351
180,48,1.61449
-180,50,1.34061
-178,50,1.31437
-176,50,1.30197
-174,50,1.30339
-172,50,1.31823
-170,50,1.34575
-168,50,1.38485
-166,50,1.43416
-164,50,1.49203
-162,50,1.55666
-160,50,1.62609
-158,50,1.6983
-156,50,1.77126
-154,50,1.843
-152,50,1.91168
-150,50,1.97562
-148,50,2.03337
-146,50,2.08373
-144,50,2.12578
-142,50,2.15891
-140,50,2.18278
-138,50,2.19738
-136,50,2.20294
-134,50,2.19993
-132,50,2.18906
-130,50,2.17117
-128,50,2.14726
-126,50,2.11837
-124,50,2.08562
-122,50,2.05008
-120,50,2.01282
-118,50,1.97481
-116,50,1.93693
-114,50,1.89995
-112,50,1.86449
-110,50,1.83105
-108,50,1.79998
-106,50,1.77151
-104,50,1.74572
-102,50,1.7226
-100,50,1.70203
-98,50,1.6838
-96,50,1.66765
-94,50,1.65327
-92,50,1.64033
-90,50,1.62848
-88,50,1.61741
-86,50,1.60683
-84,50,1.59647
-82,50,1.58614
-80,50,1.5757
-78,50,1.56508
-76,50,1.55426
-74,50,1.5433
-72,50,1.53229
-70,50,1.5214
-68,50,1.5108
-66,50,1.5007
-64,50,1.49132
-62,50,1.48287
-60,50,1.47554
-58,50,1.46952
-56,50,1.46494
-54,50,1.46191
-52,50,1.46049
-50,50,1.46072
-48,50,1.46258
-46,50,1.46603
-44,50,1.47099
-42,50,1.47737
-40,50,1.48503
-38,50,1.49385
-36,50,1.50368
-34,50,1.51437
-32,50,1.52578
-30,50,1.53777
-28,50,1.55019
-26,50,1.56291
-24,50,1.5758
-22,50,1.58876
-20,50,1.60168
-18,50,1.61446
-16,50,1.62702
-14,50,1.63929
-12,50,1.65118
-10,50,1.66264
-8,50,1.6736
-6,50,1.68399
-4,50,1.69375
-2,50,1.7028
0,50,1.71107
2,50,1.71845
4,50,1.72487
6,50,1.73021
8,50,1.73436
10,50,1.73719
12,50,1.73858
14,50,1.7384
16,50,1.73651
18,50,1.7328
20,50,1.72714
22,50,1.71943
24,50,1.7096
26,50,1.69759
28,50,1.68337
30,50,1.66698
32,50,1.64846
34,50,1.62795
36,50,1.6056
38,50,1.58165
40,50,1.55636
42,50,1.53007
44,50,1.50316
46,50,1.47602
48,50,1.44911
50,50,1.42287
52,50,1.39774
54,50,1.37416
56,50,1.35251
58,50,1.33316
60,50,1.3164
62,50,1.30246
64,50,1.2915
66,50,1.28361
68,50,1.27881
70,50,1.27708
72,50,1.27832
74,50,1.2824
76,50,1.28919
78,50,1.29853
80,50,1.31025
82,50,1.32423
84,50,1.34035
86,50,1.35857
88,50,1.37883
90,50,1.40119
92,50,1.4257
94,50,1.45247
96,50,1.48168
98,50,1.51349
100,50,1.5481
102,50,1.58571
104,50,1.6265
106,50,1.67062
108,50,1.71816
110,50,1.76914
112,50,1.82347
114,50,1.88098
116,50,1.94132
118,50,2.00402
120,50,2.06845
122,50,2.13383
124,50,2.19919
126,50,2.26344
128,50,2.32535
130,50,2.3836
132,50,2.43679
134,50,2.48352
136,50,2.52239
138,50,2.55211
140,50,2.57149
142,50,2.57955
144,50,2.57555
146,50,2.55902
148,50,2.52983
150,50,2.48814
152,50,2.43452
154,50,2.36986
156,50,2.29537
158,50,2.21259
160,50,2.12332
162,50,2.02957
164,50,1.93351
166,50,1.83739
168,50,1.7435
170,50,1.65407
172,50,1.57122
174,50,1.49689
176,50,1.43279
178,50,1.38033
180,50,1.34061
-180,52,1.10049
-178,52,1.07451
-176,52,1.06301
-174,52,1.06597
-172,52,1.08296
-170,52,1.11318
-168,52,1.15546
-166,52,1.20835
-164,52,1.27012
-162,52,1.33883
-160,52,1.41244
-158,52,1.4888
-156,52,1.56577
-154,52,1.64129
-152,52,1.71342
-150,52,1.78041
-148,52,1.84075
-146,52,1.89319
-144,52,1.93682
-142,52,1.97102
-140,52,1.9955
-138,52,2.01027
-136,52,2.01563
-134,52,2.01216
-132,52,2.00062
-130,52,1.98197
-128,52,1.95728
-126,52,1.9277
-124,52,1.89441
-122,52,1.85858
-120,52,1.82132
-118,52,1.78366
-116,52,1.74652
-114,52,1.71067
-112,52,1.67675
-110,52,1.64526
-108,52,1.61654
-106,52,1.59078
-104,52,1.56805
-102,52,1.54828
-100,52,1.53131
-98,52,1.5169
-96,52,1.50471
-94,52,1.49441
-92,52,1.4856
-90,52,1.4779
-88,52,1.47093
-86,52,1.46435
-84,52,1.45789
-82,52,1.4513
-80,52,1.44442
-78,52,1.43716
-76,52,1.42949
-74,52,1.42146
-72,52,1.41318
-70,52,1.40481
-68,52,1.39655
-66,52,1.38861
-64,52,1.38123
-62,52,1.37463
-60,52,1.36904
-58,52,1.36464
-56,52,1.36158
-54,52,1.35997
-52,52,1.35988
-50,52,1.36134
-48,52,1.36433
-46,52,1.36879
-44,52,1.37465
-42,52,1.38179
-40,52,1.39009
-38,52,1.3994
-36,52,1.40957
-34,52,1.42046
-32,52,1.43191
-30,52,1.44378
-28,52,1.45593
-26,52,1.46825
-24,52,1.48061
-22,52,1.49292
-20,52,1.50507
-18,52,1.517
-16,52,1.52864
-14,52,1.53991
-12,52,1.55078
-10,52,1.56118
-8,52,1.57109
-6,52,1.58044
-4,52,1.58919
-2,52,1.59729
0,52,1.60466
2,52,1.61122
4,52,1.6169
6,52,1.62159
8,52,1.62517
10,52,1.62752
12,52,1.62851
14,52,1.62801
16,52,1.62586
18,52,1.62193
20,52,1.61608
22,52,1.6082
24,52,1.59819
26,52,1.58598
28,52,1.57152
30,52,1.55481
32,52,1.53591
34,52,1.51492
36,52,1.492
38,52,1.46736
40,52,1.44129
42,52,1.41413
44,52,1.38626
46,52,1.35811
48,52,1.33012
50,52,1.30278
52,52,1.27654
54,52,1.25185
56,52,1.22912
58,52,1.2087
60,52,1.1909
62,52,1.17593
64,52,1.16394
66,52,1.15499
68,52,1.1491
70,52,1.14619
72,52,1.14614
74,52,1.1488
76,52,1.15399
78,52,1.16153
80,52,1.17124
82,52,1.18298
84,52,1.19664
86,52,1.21213
88,52,1.22947
90,52,1.24867
92,52,1.26984
94,52,1.29312
96,52,1.31869
98,52,1.34677
100,52,1.3776
102,52,1.41142
104,52,1.44846
106,52,1.48891
108,52,1.53293
110,52,1.58056
112,52,1.63179
114,52,1.68646
116,52,1.74429
118,52,1.80483
120,52,1.86748
122,52,1.93147
124,52,1.99583
126,52,2.05946
128,52,2.1211
130,52,2.17937
132,52,2.23281
134,52,2.27996
136,52,2.31932
138,52,2.34951
140,52,2.36926
142,52,2.3775
144,52,2.37341
146,52,2.35645
148,52,2.32642
150,52,2.28349
152,52,2.22819
154,52,2.16143
156,52,2.08446
158,52,1.99888
160,52,1.90655
162,52,1.80958
164,52,1.71022
166,52,1.61084
168,52,1.51384
170,52,1.42154
172,52,1.33617
174,52,1.25975
176,52,1.19407
178,52,1.1406
180,52,1.10049
-180,54,0.893318
-178,54,0.867731
-176,54,0.857128
-174,54,0.861466
-172,54,0.88029
-170,54,0.912753
-168,54,0.957641
-166,54,1.01342
-164,54,1.07828
-162,54,1.15022
-160,54,1.22707
-158,54,1.30661
-156,54,1.3866
-154,54,1.46489
-152,54,1.53947
-150,54,1.60853
-148,54,1.67052
-146,54,1.72417
-144,54,1.76854
-142,54,1.80305
-140,54,1.82743
-138,54,1.84176
-136,54,1.8464
-134,54,1.842
-132,54,1.8294
-130,54,1.80966
-128,54,1.78393
-126,54,1.75344
-124,54,1.71945
-122,54,1.68318
-120,54,1.6458
-118,54,1.60837
-116,54,1.57183
-114,54,1.53698
-112,54,1.50446
-110,54,1.47475
-108,54,1.44816
-106,54,1.42488
-104,54,1.40493
-102,54,1.38821
-100,54,1.37452
-98,54,1.36357
-96,54,1.355
-94,54,1.34839
-92,54,1.34333
-90,54,1.33938
-88,54,1.33613
-86,54,1.3332
-84,54,1.33026
-82,54,1.32705
-80,54,1.32339
-78,54,1.31915
-76,54,1.31431
-74,54,1.30891
-72,54,1.30305
-70,54,1.2969
-68,54,1.29067
-66,54,1.28459
-64,54,1.27891
-62,54,1.27388
-60,54,1.26972
-58,54,1.26663
-56,54,1.26478
-54,54,1.26428
-52,54,1.2652
-50,54,1.26756
-48,54,1.27135
-46,54,1.2765
-44,54,1.28292
-42,54,1.29049
-40,54,1.29909
-38,54,1.30855
-36,54,1.31872
-34,54,1.32946
-32,54,1.34062
-30,54,1.35206
-28,54,1.36364
-26,54,1.37526
-24,54,1.3868
-22,54,1.39818
-20,54,1.40932
-18,54,1.42016
-16,54,1.43064
-14,54,1.44074
-12,54,1.4504
-10,54,1.45962
-8,54,1.46836
-6,54,1.47659
-4,54,1.48428
-2,54,1.49139
0,54,1.49787
2,54,1.50366
4,54,1.50867
6,54,1.5128
8,54,1.51595
10,54,1.51799
12,54,1.51878
14,54,1.51817
16,54,1.516
18,54,1.51213
20,54,1.5064
22,54,1.49867
24,54,1.48883
26,54,1.47678
28,54,1.46246
30,54,1.44585
32,54,1.42699
34,54,1.40596
36,54,1.38291
38,54,1.35807
40,54,1.3317
42,54,1.30416
44,54,1.27583
46,54,1.24716
48,54,1.21862
50,54,1.1907
52,54,1.16387
54,54,1.13859
56,54,1.11528
58,54,1.09431
60,54,1.07595
62,54,1.06043
64,54,1.04786
66,54,1.03831
68,54,1.03173
70,54,1.02802
72,54,1.02704
74,54,1.02861
76,54,1.0325
78,54,1.03852
80,54,1.04649
82,54,1.05623
84,54,1.06763
86,54,1.08064
88,54,1.09526
90,54,1.11152
92,54,1.12957
94,54,1.14955
96,54,1.1717
98,54,1.19626
100,54,1.22351
102,54,1.25372
104,54,1.28717
106,54,1.3241
108,54,1.36468
110,54,1.40904
112,54,1.45719
114,54,1.50903
116,54,1.56431
118,54,1.62262
120,54,1.6834
122,54,1.74589
124,54,1.80913
126,54,1.87203
128,54,1.9333
130,54,1.99153
132,54,2.04522
134,54,2.09282
136,54,2.1328
138,54,2.16367
140,54,2.18408
142,54,2.19289
144,54,2.18919
146,54,2.17239
148,54,2.14222
150,54,2.09883
152,54,2.04272
154,54,1.9748
156,54,1.89636
158,54,1.80902
160,54,1.71471
162,54,1.61559
164,54,1.51402
166,54,1.41244
168,54,1.31331
170,54,1.21906
172,54,1.13199
174,54,1.0542
176,54,0.987532
178,54,0.933513
180,54,0.893318
-180,56,0.717555
-178,56,0.692501
-176,56,0.682764
-174,56,0.688293
-172,56,0.708614
-170,56,0.742845
-168,56,0.78973
-166,56,0.847681
-164,56,0.914829
-162,56,0.989092
-160,56,1.06824
-158,56,1.14996
-156,56,1.23197
-154,56,1.31203
-152,56,1.38808
-150,56,1.45826
-148,56,1.52099
-146,56,1.57499
-144,56,1.61934
-142,56,1.65346
-140,56,1.67714
-138,56,1.69049
-136,56,1.69395
-134,56,1.68824
-132,56,1.6743
-130,56,1.65325
-128,56,1.62631
-126,56,1.59479
-124,56,1.56001
-122,56,1.52324
-120,56,1.48568
-118,56,1.44843
-116,56,1.41243
-114,56,1.37849
-112,56,1.34725
-110,56,1.31915
-108,56,1.29452
-106,56,1.27348
-104,56,1.25603
-102,56,1.24206
-100,56,1.2313
-98,56,1.22345
-96,56,1.21809
-94,56,1.21478
-92,56,1.21306
-90,56,1.21245
-88,56,1.21251
-86,56,1.21282
-84,56,1.21303
-82,56,1.21284
-80,56,1.21205
-78,56,1.21051
-76,56,1.20818
-74,56,1.2051
-72,56,1.20137
-70,56,1.19716
-68,56,1.19269
-66,56,1.1882
-64,56,1.18395
-62,56,1.1802
-60,56,1.17719
-58,56,1.17514
-56,56,1.17421
-54,56,1.17453
-52,56,1.17616
-50,56,1.17913
-48,56,1.18341
-46,56,1.18894
-44,56,1.19561
-42,56,1.2033
-40,56,1.21188
-38,56,1.22118
-36,56,1.23105
-34,56,1.24134
-32,56,1.25191
-30,56,1.26262
-28,56,1.27334
-26,56,1.28399
-24,56,1.29446
-22,56,1.30467
-20,56,1.31458
-18,56,1.32413
-16,56,1.33329
-14,56,1.34204
-12,56,1.35038
-10,56,1.35829
-8,56,1.36577
-6,56,1.37282
-4,56,1.37943
-2,56,1.38556
0,56,1.39118
2,56,1.39624
4,56,1.40067
6,56,1.40437
8,56,1.40722
10,56,1.40911
12,56,1.40988
14,56,1.40938
16,56,1.40743
18,56,1.40387
20,56,1.39853
22,56,1.39125
24,56,1.38189
26,56,1.37033
28,56,1.35649
30,56,1.34034
32,56,1.32189
34,56,1.30122
36,56,1.27846
38,56,1.25382
40,56,1.22759
42,56,1.2001
44,56,1.17177
46,56,1.14305
48,56,1.11443
50,56,1.08639
52,56,1.05944
54,56,1.03405
56,56,1.01064
58,56,0.989563
60,56,0.971106
62,56,0.955464
64,56,0.942744
66,56,0.932962
68,56,0.926057
70,56,0.921898
72,56,0.920301
74,56,0.921051
76,56,0.923915
78,56,0.928669
80,56,0.93511
82,56,0.943074
84,56,0.952451
86,56,0.963186
88,56,0.975293
90,56,0.988849
92,56,1.00399
94,56,1.02092
96,56,1.03989
98,56,1.06116
100,56,1.08505
102,56,1.11188
104,56,1.14194
106,56,1.17551
108,56,1.21282
110,56,1.25401
112,56,1.29915
114,56,1.34817
116,56,1.40088
118,56,1.4569
120,56,1.51571
122,56,1.57656
124,56,1.63855
126,56,1.70056
128,56,1.76132
130,56,1.8194
132,56,1.87326
134,56,1.92132
136,56,1.96195
138,56,1.99364
140,56,2.01494
142,56,2.02464
144,56,2.02176
146,56,2.00564
148,56,1.97597
150,56,1.93284
152,56,1.87674
154,56,1.80857
156,56,1.72963
158,56,1.64156
160,56,1.54633
162,56,1.44616
164,56,1.34344
166,56,1.24068
168,56,1.14043
170,56,1.04515
172,56,0.957211
174,56,0.878759
176,56,0.811683
178,56,0.757548
180,56,0.717555
-180,58,0.571132
-178,58,0.546724
-176,58,0.53781
-174,58,0.544332
-172,58,0.5658
-170,58,0.601312
-168,58,0.649581
-166,58,0.708981
-164,58,0.777599
-162,58,0.853301
-160,58,0.933802
-158,58,1.01675
-156,58,1.09978
-154,58,1.18063
-152,58,1.2572
-150,58,1.3276
-148,58,1.39022
-146,58,1.4438
-144,58,1.48741
-142,58,1.52052
-140,58,1.54295
-138,58,1.55489
-136,58,1.55682
-134,58,1.54954
-132,58,1.53405
-130,58,1.51155
-128,58,1.48333
-126,58,1.45076
-124,58,1.41519
-122,58,1.37793
-120,58,1.34023
-118,58,1.30316
-116,58,1.2677
-114,58,1.23464
-112,58,1.20458
-110,58,1.17798
-108,58,1.15512
-106,58,1.1361
-104,58,1.12089
-102,58,1.10934
-100,58,1.10117
-98,58,1.09602
-96,58,1.09347
-94,58,1.09304
-92,58,1.09423
-90,58,1.09654
-88,58,1.09949
-86,58,1.10264
-84,58,1.10561
-82,58,1.10807
-80,58,1.1098
-78,58,1.11064
-76,58,1.11052
-74,58,1.10948
-72,58,1.10761
-70,58,1.10509
-68,58,1.10212
-66,58,1.09897
-64,58,1.09591
-62,58,1.0932
-60,58,1.09111
-58,58,1.08984
-56,58,1.08958
-54,58,1.09046
-52,58,1.09253
-50,58,1.09584
-48,58,1.10034
-46,58,1.10596
-44,58,1.11261
-42,58,1.12014
-40,58,1.12841
-38,58,1.13726
-36,58,1.14655
-34,58,1.15612
-32,58,1.16583
-30,58,1.17556
-28,58,1.1852
-26,58,1.19464
-24,58,1.20382
-22,58,1.21267
-20,58,1.22116
-18,58,1.22926
-16,58,1.23695
-14,58,1.24425
-12,58,1.25115
-10,58,1.25768
-8,58,1.26386
-6,58,1.26969
-4,58,1.2752
-2,58,1.28037
0,58,1.28518
2,58,1.28958
4,58,1.29352
6,58,1.2969
8,58,1.2996
10,58,1.30149
12,58,1.30243
14,58,1.30222
16,58,1.30071
18,58,1.29769
20,58,1.29298
22,58,1.2864
24,58,1.27779
26,58,1.267
28,58,1.25395
30,58,1.23857
32,58,1.22086
34,58,1.20087
36,58,1.17875
38,58,1.15468
40,58,1.12896
42,58,1.10192
44,58,1.07399
46,58,1.04563
48,58,1.01733
50,58,0.989606
52,58,0.962966
54,58,0.937885
56,58,0.914784
58,58,0.894019
60,58,0.875859
62,58,0.860479
64,58,0.847962
66,58,0.838293
68,58,0.831378
70,58,0.827054
72,58,0.825104
74,58,0.825284
76,58,0.827342
78,58,0.831036
80,58,0.836157
82,58,0.842542
84,58,0.850087
86,58,0.858752
88,58,0.868568
90,58,0.879637
92,58,0.892121
94,58,0.906245
96,58,0.92228
98,58,0.940533
100,58,0.961336
102,58,0.985027
104,58,1.01194
106,58,1.04236
108,58,1.07657
110,58,1.11473
112,58,1.15694
114,58,1.20319
116,58,1.25331
118,58,1.30699
120,58,1.36371
122,58,1.4228
124,58,1.48336
126,58,1.54431
128,58,1.60438
130,58,1.66214
132,58,1.71604
134,58,1.76446
136,58,1.80574
138,58,1.83829
140,58,1.86063
142,58,1.87147
144,58,1.86976
146,58,1.85478
148,58,1.82617
150,58,1.78398
152,58,1.72865
154,58,1.66109
156,58,1.58257
158,58,1.49475
160,58,1.39962
162,58,1.29943
164,58,1.1966
166,58,1.09368
168,58,0.993256
170,58,0.89784
172,58,0.809827
174,58,0.731403
176,58,0.664482
178,58,0.610654
180,58,0.571132
-180,60,0.451576
-178,60,0.427911
-176,60,0.419764
-174,60,0.427074
-172,60,0.449342
-170,60,0.485654
-168,60,0.534705
-166,60,0.594847
-164,60,0.664141
-162,60,0.740423
-160,60,0.821375
-158,60,0.904605
-156,60,0.98773
-154,60,1.06845
-152,60,1.14465
-150,60,1.21441
-148,60,1.27614
-146,60,1.32858
-144,60,1.37084
-142,60,1.40241
-140,60,1.42315
-138,60,1.43331
-136,60,1.43345
-134,60,1.42442
-132,60,1.40729
-130,60,1.38331
-128,60,1.35383
-126,60,1.32026
-124,60,1.28399
-122,60,1.24636
-120,60,1.20859
-118,60,1.17179
-116,60,1.13691
-114,60,1.10472
-112,60,1.07582
-110,60,1.05062
-108,60,1.02937
-106,60,1.01216
-104,60,0.998923
-102,60,0.989483
-100,60,0.983543
-98,60,0.980717
-96,60,0.980557
-94,60,0.982567
-92,60,0.986227
-90,60,0.991017
-88,60,0.996436
-86,60,1.00202
-84,60,1.00736
-82,60,1.01211
-80,60,1.01603
-78,60,1.01893
-76,60,1.02075
-74,60,1.02148
-72,60,1.02124
-70,60,1.02017
-68,60,1.0185
-66,60,1.01648
-64,60,1.0144
-62,60,1.01253
-60,60,1.01114
-58,60,1.01044
-56,60,1.01063
-54,60,1.01183
-52,60,1.01412
-50,60,1.01752
-48,60,1.022
-46,60,1.02747
-44,60,1.03384
-42,60,1.04095
-40,60,1.04868
-38,60,1.05685
-36,60,1.06531
-34,60,1.07393
-32,60,1.08256
-30,60,1.09109
-28,60,1.09943
-26,60,1.10749
-24,60,1.1152
-22,60,1.12254
-20,60,1.12947
-18,60,1.13599
-16,60,1.14211
-14,60,1.14785
-12,60,1.15325
-10,60,1.15835
-8,60,1.1632
-6,60,1.16782
-4,60,1.17224
-2,60,1.17649
0,60,1.18054
2,60,1.18437
4,60,1.18791
6,60,1.19108
8,60,1.19376
10,60,1.19582
12,60,1.19707
14,60,1.19735
16,60,1.19645
18,60,1.19416
20,60,1.19029
22,60,1.18462
24,60,1.17699
26,60,1.16722
28,60,1.15519
30,60,1.14084
32,60,1.12413
34,60,1.10511
36,60,1.08391
38,60,1.06072
40,60,1.03583
42,60,1.00957
44,60,0.982376
46,60,0.954719
48,60,0.927108
50,60,0.900065
52,60,0.874103
54,60,0.849699
56,60,0.827276
58,60,0.807176
60,60,0.789654
62,60,0.774862
64,60,0.762852
66,60,0.75358
68,60,0.746916
70,60,0.742664
72,60,0.740577
74,60,0.740388
76,60,0.741824
78,60,0.744635
80,60,0.74861
82,60,0.75359
84,60,0.759485
86,60,0.766275
88,60,0.774012
90,60,0.782821
92,60,0.792893
94,60,0.804474
96,60,0.817859
98,60,0.833376
100,60,0.851374
102,60,0.87221
104,60,0.896229
106,60,0.923752
108,60,0.955055
110,60,0.990347
112,60,1.02975
114,60,1.07328
116,60,1.12081
118,60,1.17207
120,60,1.22661
122,60,1.28377
124,60,1.34271
126,60,1.40239
128,60,1.46154
130,60,1.51877
132,60,1.57253
134,60,1.62116
136,60,1.663
138,60,1.69641
140,60,1.71986
142,60,1.73201
144,60,1.73174
146,60,1.71828
148,60,1.69122
150,60,1.65055
152,60,1.59669
154,60,1.53051
156,60,1.45326
158,60,1.36661
160,60,1.27254
162,60,1.1733
164,60,1.07134
166,60,0.969218
168,60,0.869533
170,60,0.774822
172,60,0.687493
174,60,0.609746
176,60,0.543509
178,60,0.490379
180,60,0.451576
-180,62,0.356154
-178,62,0.333313
-176,62,0.325871
-174,62,0.333765
-172,62,0.356495
-170,62,0.393144
-168,62,0.442402
-166,62,0.502615
-164,62,0.571833
-162,62,0.647881
-160,62,0.728429
-158,62,0.811072
-156,62,0.893414
-154,62,0.97315
-152,62,1.04815
-150,62,1.11651
-148,62,1.17665
-146,62,1.22733
-144,62,1.26769
-142,62,1.29726
-140,62,1.31597
-138,62,1.3241
-136,62,1.32228
-134,62,1.31141
-132,62,1.29263
-130,62,1.26723
-128,62,1.2366
-126,62,1.20218
-124,62,1.16537
-122,62,1.12752
-120,62,1.08985
-118,62,1.05345
-116,62,1.01924
-114,62,0.987976
-112,62,0.960213
-110,62,0.936341
-108,62,0.916576
-106,62,0.900979
-104,62,0.889467
-102,62,0.881835
-100,62,0.877771
-98,62,0.876878
-96,62,0.878694
-94,62,0.882713
-92,62,0.888406
-90,62,0.89524
-88,62,0.902701
-86,62,0.910308
-84,62,0.917637
-82,62,0.92433
-80,62,0.93011
-78,62,0.93479
-76,62,0.938273
-74,62,0.940554
-72,62,0.941714
-70,62,0.941907
-68,62,0.941348
-66,62,0.940293
-64,62,0.939024
-62,62,0.937821
-60,62,0.936952
-58,62,0.93665
-56,62,0.937103
-54,62,0.938445
-52,62,0.940753
-50,62,0.944045
-48,62,0.948286
-46,62,0.9534
-44,62,0.959271
-42,62,0.965763
-40,62,0.972724
-38,62,0.980001
-36,62,0.987443
-34,62,0.994911
-32,62,1.00228
-30,62,1.00945
-28,62,1.01633
-26,62,1.02285
-24,62,1.02897
-22,62,1.03467
-20,62,1.03994
-18,62,1.0448
-16,62,1.04928
-14,62,1.05342
-12,62,1.05728
-10,62,1.06094
-8,62,1.06444
-6,62,1.06786
-4,62,1.07124
-2,62,1.07461
0,62,1.07798
2,62,1.08131
4,62,1.08456
6,62,1.08764
8,62,1.09042
10,62,1.09277
12,62,1.09449
14,62,1.09539
16,62,1.09526
18,62,1.09387
20,62,1.091
22,62,1.08643
24,62,1.07994
26,62,1.07137
28,62,1.06056
30,62,1.04743
32,62,1.03194
34,62,1.01412
36,62,0.994073
38,62,0.972005
40,62,0.94819
42,62,0.922982
44,62,0.896809
46,62,0.870154
48,62,0.843533
50,62,0.817477
52,62,0.792503
54,62,0.769088
56,62,0.747647
58,62,0.72851
60,62,0.711909
62,62,0.697972
64,62,0.686718
66,62,0.67807
68,62,0.671864
70,62,0.66787
72,62,0.665817
74,62,0.665413
76,62,0.666375
78,62,0.668447
80,62,0.671421
82,62,0.675152
84,62,0.679566
86,62,0.684666
88,62,0.690531
90,62,0.697312
92,62,0.705224
94,62,0.714537
96,62,0.725563
98,62,0.738645
100,62,0.754143
102,62,0.772423
104,62,0.793837
106,62,0.818714
108,62,0.847339
110,62,0.879938
112,62,0.916655
114,62,0.957531
116,62,1.00248
118,62,1.05128
120,62,1.1035
122,62,1.15857
124,62,1.21569
126,62,1.27384
128,62,1.33183
130,62,1.38828
132,62,1.44164
134,62,1.49029
136,62,1.53254
138,62,1.56673
140,62,1.5913
142,62,1.60484
144,62,1.60621
146,62,1.59457
148,62,1.56946
150,62,1.53082
152,62,1.47904
154,62,1.41493
156,62,1.33973
158,62,1.25507
160,62,1.16293
162,62,1.06554
164,62,0.965348
166,62,0.864905
168,62,0.766802
170,62,0.673575
172,62,0.587629
174,62,0.511159
176,62,0.44609
178,62,0.394016
180,62,0.356154
-180,64,0.281998
-178,64,0.260045
-176,64,0.253241
-174,64,0.261523
-172,64,0.284398
-170,64,0.32095
-168,64,0.36988
-166,64,0.429539
-164,64,0.497986
-162,64,0.573051
-160,64,0.65241
-158,64,0.733665
-156,64,0.814426
-154,64,0.892398
-152,64,0.965462
-150,64,1.03174
-148,64,1.08968
-146,64,1.13806
-144,64,1.17607
-142,64,1.2033
-140,64,1.2197
-138,64,1.22564
-136,64,1.22178
-134,64,1.20908
-132,64,1.18872
-130,64,1.16203
-128,64,1.13043
-126,64,1.09537
-124,64,1.05825
-122,64,1.02041
-120,64,0.983045
-118,64,0.947223
-116,64,0.913828
-114,64,0.883568
-112,64,0.856969
-110,64,0.834383
-108,64,0.815994
-106,64,0.801837
-104,64,0.791809
-102,64,0.78569
-100,64,0.78316
-98,64,0.783818
-96,64,0.787201
-94,64,0.792802
-92,64,0.800094
-90,64,0.808541
-88,64,0.817624
-86,64,0.826858
-84,64,0.835806
-82,64,0.844096
-80,64,0.851435
-78,64,0.857617
-76,64,0.862527
-74,64,0.866141
-72,64,0.868523
-70,64,0.869813
-68,64,0.870218
-66,64,0.869985
-64,64,0.869394
-62,64,0.868725
-60,64,0.868247
-58,64,0.868197
-56,64,0.868766
-54,64,0.870093
-52,64,0.872255
-50,64,0.875271
-48,64,0.879108
-46,64,0.883684
-44,64,0.888887
-42,64,0.894578
-40,64,0.900607
-38,64,0.906823
